Date	DoW M=1	Debit	Credit
42251	5	-12.99	12.99
42251	5	-24.7	
42251	5	-12.99	
42251	5	-20.75	
42251	5	0	1853.29
42251	5	0	1725.17
42250	4	0	
42249	3	-5.82	
42249	3	-35	
42249	3	-29.23	
42248	2	-236.01	
42248	2	-8.16	
42248	2	-25	25
42248	2	-10.9	
42248	2	-1750	
42247	1	-58.73	
42247	1	-20.16	
42247	1	0	25
42247	1	-5.82	
42247	1	-243.05	243.05
42247	1	-12.99	
42247	1	-12	
42247	1	-18	
42247	1	-5.49	
42246	7	-5	
42246	7	-120	
42246	7	-14	
42246	7	-254	
42246	7	-57	
42246	7	-2	
42246	7	-16.2	
42246	7	-34.93	
42245	6	-53.36	
42245	6	-28.71	
42245	6	-341	
42245	6	-27	
42245	6	-27	
42245	6	-10.75	
42245	6	-35	
42245	6	-2	
42245	6	-25.46	
42245	6	-7	
42244	5	-2.99	
42244	5	-10.9	
42244	5	-5.82	
42244	5	-10	
42243	4	-3	
42243	4	-5.82	
42242	3	-6.91	
42242	3	-1.2	
42242	3	-8.05	
42241	2	-24.49	
42241	2	-3	
42241	2	-5.82	
42241	2	-200	
42240	1	-8.69	
42240	1	-5.82	
42240	1	-39.99	
42239	7	-5.99	
42239	7	-23.5	
42239	7	-31.29	
42239	7	-16.2	
42239	7	-30.44	
42239	7	-21	
42239	7	-20	20
42239	7	-14	
42239	7	-20	20
42239	7	-11.77	
42238	6	-38	
42238	6	-42	
42238	6	-196.48	
42238	6	-11.33	
42237	5	-5.82	
42237	5	-15.95	
42237	5	-13	
42237	5	0	1725.15
42236	4	-20	
42236	4	-29.88	
42236	4	-5.82	
42236	4	0	10.6
42236	4	0	1853.29
42235	3	0	25
42235	3	-5.82	
42235	3	-2000	2000
42234	2	-49.99	
42234	2	-8.02	
42234	2	-37.02	
42234	2	-5.82	
42234	2	-13.22	
42233	1	-15.99	
42233	1	0	25
42233	1	-5.82	
42233	1	-102.41	
42233	1	0	50
42232	7	-18.25	
42232	7	-26.5	
42232	7	-10	
42232	7	-10.27	
42232	7	-15	
42232	7	-20	20
42232	7	-50	50
42231	6	-32.69	
42231	6	0	65
42231	6	-4.25	
42231	6	-24.11	
42231	6	-38.87	
42231	6	-101.67	
42230	5	-49.59	
42230	5	-39.5	
42230	5	-31.14	
42230	5	-616.93	
42230	5	-23	
42229	4	-164.37	
42229	4	-13.47	
42229	4	-5.82	
42228	3	-459.93	
42228	3	-24.92	
42228	3	-84.48	
42228	3	0	25
42228	3	-5.82	
42227	2	-5.82	
42227	2	-1000	1000
42226	1	-24.51	
42226	1	-29.75	
42226	1	-41.9	
42226	1	0	29.76
42226	1	-5.82	
42226	1	-446	446
42226	1	-12.99	12.99
42226	1	-39.95	
42226	1	-17	
42226	1	-175	175
42225	7	-31.21	
42225	7	-0.94	
42225	7	-31.24	100
42225	7	-163.23	
42225	7	-14.99	
42224	6	-22.12	
42223	5	-5.74	
42223	5	-1.88	
42223	5	-62.63	200
42223	5	-5.74	
42223	5	-11.59	
42223	5	-60.92	
42223	5	-3.76	
42223	5	-125.24	400
42223	5	-9.99	
42223	5	0	1725.16
42223	5	-21.4	
42222	4	-95	
42222	4	-12.99	
42221	3	-63.56	
42221	3	-1.88	
42221	3	-5	
42221	3	-62.56	200
42221	3	0	1923.16
42221	3	0	1853.29
42220	2	-1.54	
42220	2	-51.55	
42220	2	-5.15	
42220	2	-171.82	
42220	2	-47	
42220	2	-3.76	
42220	2	-125.27	400
42220	2	-107	
42219	1	-26.02	
42219	1	-3.76	
42219	1	-125.39	400
42218	7	-206.4	
42218	7	-110.67	
42218	7	-3.76	
42218	7	-125.39	400
42218	7	-2.82	
42218	7	-94.04	300
42218	7	-69.65	
42218	7	-3.76	
42218	7	-125.39	400
42217	6	-10.9	
42217	6	-1750	
42217	6	-224.99	
42217	6	-8	
42216	5	-22.2	
42216	5	0	70
42216	5	-41	
42216	5	-14	
42216	5	-12.99	12.99
42216	5	-12.99	
42216	5	-5.49	
42215	4	0	50
42215	4	-450	450
42215	4	-19.5	
42215	4	-446	
42215	4	-2	
42215	4	-5.82	
42214	3	-163	
42214	3	-32.74	
42214	3	-185.11	
42214	3	0	65
42214	3	0	
42213	2	-13.14	
42213	2	-8.16	
42213	2	-5.82	
42213	2	-2.99	
42212	1	-1348.11	1348.11
42212	1	-5.82	
42212	1	-5	
42211	7	-4.5	
42211	7	-26	
42211	7	-22.02	
42211	7	-9.8	
42211	7	-31.77	
42210	6	-12.71	
42210	6	-20.74	
42210	6	-7.58	
42210	6	-29.9	
42210	6	-9.75	
42210	6	-4.33	
42210	6	-199.59	
42209	5	-3.99	
42209	5	-5.4	
42209	5	-4	
42209	5	-1.95	
42208	4	0	25
42208	4	-26	
42208	4	-1	
42208	4	-5.82	
42208	4	-18	
42208	4	-4	
42208	4	-30.76	
42207	3	-37.75	
42207	3	-19.56	
42207	3	-23.29	
42207	3	-10	
42207	3	-6.74	
42207	3	0	1725.16
42206	2	-5	
42206	2	-23.99	
42206	2	-96.95	
42206	2	-173.53	
42206	2	-6.91	
42205	1	-5.82	
42205	1	-527.97	527.97
42205	1	0	10.25
42205	1	0	1853.29
42205	1	-9.15	
42204	7	-62.05	
42204	7	-30	
42204	7	-23.53	
42204	7	-20	
42204	7	-75	
42204	7	-6.67	
42203	6	-20.53	
42203	6	-121.75	
42203	6	-5.83	
42203	6	-14.99	
42202	5	-4.25	
42202	5	-7.09	
42202	5	-8.16	
42202	5	-25	
42202	5	-13	
42202	5	-101.67	
42201	4	-7.65	
42201	4	-254	
42201	4	-5.82	
42201	4	0	65
42201	4	-1918.58	1918.58
42201	4	-3.82	
42200	3	-5.82	
42200	3	-69.77	
42199	2	-15.95	
42199	2	-14.95	
42199	2	-5.82	
42199	2	-195.91	
42199	2	0	237.83
42198	1	-5.82	
42198	1	0	15
42197	7	-19	
42197	7	-7.87	
42197	7	-26.68	
42197	7	-10	
42197	7	-20	20
42196	6	-16.55	
42196	6	-22	
42196	6	-84.58	
42196	6	-120	
42196	6	-6.99	
42195	5	-3.99	
42195	5	-70.83	
42195	5	-40	
42195	5	-26.74	
42195	5	-8.16	
42194	4	-19.09	
42194	4	-8.16	
42193	3	-24.9	
42193	3	-23.76	
42193	3	-7.83	
42193	3	-25.84	
42193	3	-175	175
42192	2	-5.82	
42192	2	-12.99	12.99
42192	2	-12.99	
42192	2	-18	
42192	2	-9.99	
42192	2	0	1725.17
42191	1	-560.28	560.28
42191	1	-5.82	
42190	7	-3	
42190	7	-19.67	
42190	7	-5.98	
42190	7	-13.87	
42189	6	-150.6	
42189	6	-43.46	
42189	6	-11.04	
42189	6	-17	
42189	6	-16	
42188	5	-10.95	
42188	5	-27.5	
42188	5	-11.75	
42188	5	-30	
42188	5	-245	
42188	5	-9	
42188	5	0	1853.28
42187	4	-17.87	
42187	4	-5.82	
42187	4	-6	
42187	4	-20	20
42186	3	-14	
42186	3	-39.95	
42186	3	-5.82	
42186	3	-3.37	
42186	3	-69	
42186	3	-199.66	
42186	3	-10.9	
42186	3	-1750	
42185	2	-5.82	
42185	2	-10	
42185	2	-5.49	
42184	1	-12.61	
42184	1	-5.82	
42183	7	-3.04	
42183	7	-15.95	
42182	6	-37.5	
42182	6	-127	
42182	6	-391	
42182	6	-13.06	
42182	6	-35.51	
42182	6	-44.64	44.64
42182	6	-12.99	
42181	5	-9.43	
42181	5	-11.69	
42181	5	0	30
42181	5	-58	
42181	5	0	50
42180	4	-9.95	
42179	3	-29.85	
42179	3	-31	
42179	3	-1	
42179	3	-5	
42179	3	-195	
42179	3	-34.77	
42179	3	-20	
42179	3	-2	
42179	3	-2.85	
42179	3	-20	20
42178	2	-13.07	
42178	2	-5.82	
42178	2	-54	
42178	2	-1500	1500
42177	1	-20	
42177	1	0	1725.16
42176	7	-2.99	
42176	7	-20.67	
42176	7	-26.05	
42176	7	-7	
42176	7	-24	
42175	6	-10.01	
42175	6	-544.2	
42175	6	-12.86	
42175	6	-83.75	
42175	6	0	10.59
42174	5	-17.06	
42174	5	-5.82	
42174	5	-1250	1250
42174	5	-385	385
42174	5	0	1853.28
42173	4	-540	
42173	4	-5.82	
42173	4	-28.83	
42172	3	-26	
42172	3	-15	
42171	2	-4.34	
42171	2	0	105
42171	2	-105	
42171	2	0	156.97
42171	2	0	50
42170	1	-23.76	
42170	1	-4.25	
42170	1	0	65
42170	1	-35	
42170	1	-50	
42170	1	-25	
42170	1	-101.67	
42169	7	0	30
42169	7	-36.09	
42168	6	-31.65	
42168	6	-48.69	
42168	6	-277.74	
42167	5	0	
42166	4	0	
42165	3	-16.89	
42165	3	-35.48	
42165	3	-6.94	
42164	2	0	40
42164	2	-165.81	
42164	2	-4.63	
42164	2	-154.34	200
42164	2	-24.99	
42164	2	-14.99	
42163	1	-9.28	
42163	1	-309.17	400
42163	1	-9.99	
42163	1	-175	175
42162	7	-35.72	
42162	7	-30.11	
42161	6	0	
42160	5	-3.69	
42160	5	-7.69	
42160	5	-4.25	
42160	5	-4.25	
42160	5	-20	
42160	5	-5	
42160	5	-5	5
42160	5	-8.5	8.5
42160	5	-8.05	8.05
42160	5	-8.16	
42160	5	-4207	
42160	5	-12.99	12.99
42160	5	-12.99	
42160	5	-18.15	
42160	5	-15	
42160	5	0	1853.29
42160	5	0	1725.16
42159	4	0	100
42159	4	-1	
42159	4	-30	
42159	4	-4.99	
42159	4	-11.99	
42159	4	-7.99	
42159	4	-5.82	
42158	3	0	140
42158	3	-141	
42158	3	-2	
42158	3	-1250	1250
42158	3	-8.16	
42157	2	-31.34	
42157	2	0	60
42157	2	-68	
42157	2	-86.98	
42157	2	-25.85	
42157	2	-11	
42157	2	-1	
42157	2	-14	
42157	2	-8.16	
42156	1	-47.69	
42156	1	-5.82	
42156	1	-254.57	254.57
42156	1	-39.95	
42156	1	-214.62	
42156	1	-36.78	
42156	1	-10.9	
42156	1	-5.49	
42156	1	-1750	
42155	7	-5.39	
42155	7	-46.46	
42155	7	-65.54	
42155	7	-32.58	
42155	7	-20.35	
42155	7	-35.55	
42155	7	-3.95	
42155	7	-6.57	
42155	7	-118.06	
42155	7	-51.22	
42155	7	-18.26	
42155	7	-20.04	
42155	7	-26	
42155	7	-18	
42154	6	-16.05	
42154	6	-27	
42154	6	-3.84	
42154	6	-1.57	
42154	6	-18.43	
42154	6	-9.78	
42154	6	-5	
42154	6	-23.99	
42154	6	-24.62	
42154	6	-50	
42154	6	-142.69	
42154	6	-10	
42154	6	-4.68	
42153	5	-34.57	
42153	5	-2	
42153	5	-20	
42153	5	-8.16	
42153	5	-10	
42153	5	-12.99	12.99
42153	5	-89	
42152	4	-12.99	
42152	4	-5.82	
42151	3	-5.82	
42151	3	-11.78	11.78
42150	2	-5.82	
42150	2	0	25
42150	2	0	25
42150	2	-2000	2000
42149	1	-1.93	
42149	1	-9	
42149	1	-32	
42148	7	-3.17	
42148	7	-48.23	
42148	7	-38.39	
42148	7	-100	
42148	7	-31.51	
42148	7	-10	
42148	7	-20	20
42148	7	-9.91	
42148	7	-17.91	
42148	7	-7	
42147	6	-11.78	
42147	6	-4.76	
42147	6	-71.17	
42147	6	-38.98	
42147	6	-31.02	
42147	6	-14.66	
42146	5	-40	
42146	5	-9	
42146	5	-8.16	
42146	5	-25	
42146	5	-326.43	
42145	4	-45	
42145	4	-6.47	
42145	4	-2	
42145	4	-178.83	
42145	4	-59	
42145	4	0	1725.15
42144	3	-24	
42144	3	-34.92	
42144	3	0	4
42144	3	0	5
42144	3	-10	
42144	3	-5.82	
42144	3	0	10.24
42144	3	0	1853.29
42143	2	-5.82	
42142	1	-16.7	
42142	1	-119.88	
42142	1	-5.82	
42141	7	-10	
42141	7	-32	
42141	7	-37.61	
42141	7	-15	
42140	6	-11.3	
42140	6	-34.5	
42139	5	-10.99	
42139	5	-5.82	
42139	5	-16	
42139	5	-102.57	
42138	4	-19.93	
42138	4	-28.92	
42138	4	-5.82	
42137	3	-109	
42137	3	-10.5	
42137	3	-8.65	
42136	2	-107.71	
42136	2	-5.82	
42135	1	0	
42135	1	-175	175
42135	1	-3.54	
42134	7	-5.38	
42134	7	-32.25	
42134	7	-2.98	
42134	7	-5.78	
42134	7	-18	
42134	7	-9.57	
42134	7	-12.86	
42133	6	-13.51	
42133	6	-31.7	
42133	6	-40	40
42133	6	-64.63	
42133	6	-100.66	
42133	6	-5	
42133	6	-50	
42133	6	-4.45	
42133	6	-12.45	
42133	6	-8.4	
42133	6	-14.99	
42132	5	-12.6	
42132	5	-5.82	
42132	5	-40.18	40.18
42131	4	-26	
42131	4	-5.82	
42131	4	-9.99	
42131	4	-10	
42131	4	0	1725.17
42130	3	-40	
42130	3	-5.4	
42130	3	0	70
42130	3	-8.16	
42130	3	-4.35	
42130	3	0	50
42130	3	-1000	1000
42130	3	-12.99	12.99
42130	3	-12.99	
42129	2	-8.8	
42129	2	-25	
42129	2	-40.18	
42129	2	-5.82	
42129	2	-10	
42129	2	0	1853.29
42128	1	-5.82	
42127	7	-15.19	
42127	7	-27.17	
42127	7	-17.52	
42127	7	-14.93	
42126	6	-16.92	
42125	5	-2.99	
42125	5	-71.5	
42125	5	-8.16	
42125	5	-39.95	
42125	5	-20	
42125	5	-238.53	238.53
42125	5	-16.09	
42125	5	-16	
42125	5	-16	
42125	5	-198.58	
42125	5	-6.31	
42125	5	-10.9	
42125	5	-1750	
42124	4	-41	
42124	4	-16.13	
42124	4	-16.29	
42124	4	-5.82	
42124	4	-12.99	12.99
42124	4	-5.49	
42124	4	-12.99	
42123	3	-40	
42123	3	-12	
42123	3	-55.05	55.05
42123	3	-10	
42122	2	-49	
42122	2	-15	
42122	2	-30	
42122	2	-2	
42122	2	-6.7	
42122	2	-34.83	
42122	2	-25	
42122	2	-1500	1500
42121	1	-6.78	
42121	1	-5.82	
42120	7	-10.47	
42120	7	-6.98	
42120	7	-7.98	
42120	7	-7	
42120	7	-15.77	
42120	7	-10	
42120	7	-28.41	
42120	7	-8	
42120	7	-20	20
42119	6	-85	
42119	6	-17.08	
42118	5	-71.15	
42118	5	-5.82	
42117	4	-15.54	
42117	4	-5.82	
42116	3	0	87.47
42116	3	0	10
42116	3	-22.5	
42116	3	0	1782.28
42115	2	-21	
42115	2	-8	
42115	2	-68.1	
42115	2	-68.1	
42115	2	-1244.5	
42115	2	-28.62	
42115	2	0	25
42115	2	-1	
42115	2	-5.82	
42115	2	-1000	1000
42114	1	-5.82	
42114	1	0	10.57
42114	1	0	1853.29
42113	7	-13.27	
42113	7	-2.71	
42113	7	-120	
42113	7	-10.1	
42113	7	-16.18	
42113	7	-25.09	
42113	7	-37.1	
42113	7	-7	
42113	7	-14	
42112	6	-228	
42112	6	-300	
42112	6	-11	
42112	6	-10	
42112	6	-28	
42112	6	-65	
42112	6	-38.45	
42111	5	-11.3	
42111	5	-24.5	
42111	5	0	65
42111	5	-5.82	
42111	5	-15	
42110	4	-18.46	
42110	4	-5.82	
42109	3	-10	
42109	3	-99.63	
42108	2	-5.82	
42107	1	-24.99	
42107	1	-11.5	
42107	1	-19.99	
42107	1	-5.82	
42106	7	-75.57	
42106	7	-21.78	
42106	7	-43	
42106	7	-26.48	
42105	6	-29.45	
42105	6	-7.99	
42105	6	-19.11	
42105	6	-2	
42105	6	-8.75	
42105	6	-55	
42105	6	-23	
42105	6	-10	
42104	5	-10.13	
42104	5	-2	
42104	5	-5.82	
42104	5	-10	
42104	5	-2.99	
42104	5	-5.99	
42103	4	0	25
42103	4	-1000	1000
42103	4	-5.82	
42103	4	-921.27	921.27
42103	4	-175	175
42103	4	-42.39	
42102	3	-17.15	
42102	3	-18.97	
42102	3	-8.16	
42102	3	-12.99	12.99
42102	3	-12.99	
42101	2	-76	
42101	2	-5.82	
42101	2	-9.99	
42101	2	0	1725.17
42100	1	-31.15	
42100	1	-568	
42100	1	-5.82	
42099	7	-6	
42099	7	-2.5	
42099	7	-1.4	
42099	7	-20	20
42099	7	-400	
42099	7	-35.16	
42099	7	-46.15	
42099	7	-9	
42098	6	-39.21	
42098	6	-6.87	
42098	6	-28.58	
42097	5	-16.05	
42097	5	-6	
42097	5	-8.19	
42097	5	0	1853.28
42096	4	-33.49	
42096	4	-4.89	
42095	3	-6.28	
42095	3	-9	
42095	3	-9	
42095	3	-30	
42095	3	-25	
42095	3	-5.98	
42095	3	-6.99	
42095	3	-108	
42095	3	-6.8	
42095	3	-238.27	238.27
42095	3	-39.95	
42095	3	-198.32	
42095	3	-10.9	
42095	3	-1750	
42094	2	-2	
42094	2	-7.67	
42094	2	-10	
42094	2	-10	
42094	2	-5.49	
42093	1	-6.98	
42093	1	0	25
42093	1	-12.99	12.99
42093	1	-12.99	
42092	7	-10.87	
42092	7	-19.62	
42092	7	-13.89	
42092	7	-19.59	
42092	7	-26.96	
42092	7	-43.31	
42092	7	-11	
42092	7	-20	20
42091	6	-10.3	
42091	6	-24.3	
42091	6	-47	
42091	6	-27.05	
42091	6	-10	
42090	5	-23.9	
42090	5	-8.35	
42089	4	-151	
42089	4	-7.7	
42089	4	-744.41	744.41
42088	3	-7.41	
42088	3	-650	650
42088	3	-10	
42087	2	-6.88	
42087	2	-17	
42086	1	-57.33	
42086	1	-7.14	
42085	7	-8.45	
42085	7	-40.35	
42085	7	-20.09	
42085	7	-9	
42084	6	-39.62	
42084	6	-58.95	
42084	6	-14.82	
42084	6	-51.44	
42084	6	-34.55	
42084	6	-10	
42083	5	-12.85	
42083	5	-290	
42083	5	-7.41	
42083	5	-17	
42083	5	0	9.54
42083	5	0	1725.16
42083	5	0	1853.28
42082	4	-3.95	
42082	4	-18.34	
42082	4	-19.75	
42082	4	-9.16	
42082	4	-22.94	
42082	4	-15.22	
42082	4	-6.88	
42081	3	-10.25	
42081	3	-16.34	
42081	3	-2	
42081	3	-7.41	
42080	2	-17	
42080	2	-26.25	
42080	2	-9.33	
42080	2	-10	
42080	2	-99.67	
42079	1	-5.5	
42079	1	-28.32	
42079	1	-31.22	
42079	1	-1500	1500
42079	1	-1000	1000
42079	1	-6.97	
42079	1	-160	
42078	7	0	65
42078	7	-20.19	
42078	7	-10	
42078	7	-15.25	
42078	7	-10.98	
42078	7	-18	
42078	7	-40	40
42077	6	-25.38	
42077	6	-14	
42077	6	-5.98	
42077	6	-16.3	
42077	6	-4.93	
42077	6	-23.95	
42076	5	-75	
42076	5	0	120.69
42076	5	-346	
42076	5	-346	
42076	5	-37	
42075	4	-7.41	
42075	4	-10	
42074	3	-25.9	
42074	3	-7	
42074	3	-10	
42074	3	-15.95	
42074	3	-2.99	
42073	2	-10.46	
42073	2	-9.78	
42073	2	-6.36	
42073	2	-47.59	
42072	1	-17.95	
42072	1	-3.99	
42072	1	-11	
42072	1	-10	
42072	1	-4.45	
42072	1	-9.99	
42072	1	-175	175
42071	7	-378.2	
42071	7	-7.99	
42071	7	-33	
42071	7	-21.8	
42071	7	-52.06	
42071	7	-34.8	
42071	7	-221	
42070	6	-13.05	
42069	5	-28.96	
42069	5	0	25
42069	5	-9.48	
42069	5	-12.99	12.99
42069	5	-12.99	
42069	5	0	1725.17
42068	4	-11.61	
42068	4	-79	
42068	4	-14	
42068	4	-96.5	
42068	4	0	25
42068	4	-7.32	
42068	4	-5	
42068	4	-18.34	
42068	4	0	1853.29
42067	3	0	100
42067	3	-9.24	
42067	3	-41.41	
42066	2	-15.95	
42066	2	-7.23	
42065	1	-4207	
42065	1	-174	
42065	1	-6.1	
42065	1	-39.95	
42065	1	-26.73	
42065	1	-5.49	
42065	1	-11.56	
42064	7	-6	
42064	7	-7	
42064	7	-40	40
42064	7	-22.41	
42064	7	-14.26	
42064	7	-23.87	
42064	7	-8	
42064	7	-198.32	
42064	7	-69	
42064	7	-10	
42064	7	-1750	
42063	6	-16.34	
42063	6	-23.3	
42063	6	-14.08	
42063	6	-61.2	
42063	6	-12.67	
42062	5	-52.07	
42062	5	-35.8	
42062	5	-8.61	
42062	5	-7	
42062	5	-12.99	12.99
42062	5	-30.07	
42062	5	-12.99	
42061	4	-19.58	
42061	4	-3	
42061	4	-3.75	
42060	3	-6.19	
42059	2	-60	
42059	2	-101.75	
42059	2	-6.71	
42059	2	-41	
42059	2	-3400	3400
42058	1	-5.49	
42058	1	-557.53	557.53
42057	7	-31.61	
42057	7	-100	100
42057	7	-10.77	
42057	7	-51.67	
42057	7	-24	
42057	7	-10	
42056	6	-35.06	
42056	6	-10	
42056	6	-22.24	
42056	6	-20.92	
42056	6	-15	
42056	6	-4.79	
42056	6	-5	
42056	6	-21.99	
42056	6	-27.24	
42056	6	-10.01	
42056	6	-13.07	
42056	6	-26.14	
42056	6	-98.89	
42055	5	-45	
42055	5	-2.99	
42055	5	-10.76	
42055	5	0	10.55
42055	5	0	1853.29
42055	5	0	1725.16
42054	4	-33	
42054	4	-33	
42054	4	-2.8	
42053	3	0	65
42053	3	-5.75	
42053	3	-5	
42053	3	-99.67	
42053	3	-680	
42053	3	-100	100
42052	2	-44.9	
42052	2	-8.1	
42051	1	-15.56	
42051	1	-22.78	
42051	1	-10.88	
42051	1	-37.63	
42051	1	-33.23	
42051	1	0	65.26
42051	1	-33.17	
42051	1	-10	
42050	7	-32.94	
42050	7	-17.7	
42050	7	-21	
42049	6	-14	
42049	6	0	31.25
42049	6	-37.68	
42049	6	-2	
42049	6	-21	
42048	5	0	35.33
42048	5	-35.33	
42048	5	-36	
42048	5	-5	
42048	5	-5	
42048	5	-3	
42048	5	-7.95	
42048	5	-2	
42048	5	-10	
42048	5	-70	
42048	5	-71	
42047	4	-3.99	
42047	4	-150	
42047	4	-9	
42047	4	-22.9	
42047	4	-200	200
42047	4	0	33.42
42047	4	-33.42	
42047	4	-10	
42047	4	-6.27	
42047	4	-10	
42046	3	-6.19	
42046	3	-18.24	
42046	3	-60.29	
42045	2	-25.77	
42045	2	-29.99	
42045	2	-6.54	
42045	2	-10	
42044	1	-32.68	
42044	1	-16.04	
42044	1	-30	
42044	1	-5.93	
42044	1	-12.99	12.99
42044	1	-12.99	
42044	1	-9.99	
42044	1	-175	175
42043	7	-102.24	
42043	7	-9.49	
42043	7	-9.95	
42043	7	-24.94	
42043	7	-21.44	
42043	7	-27.01	
42043	7	-10	
42043	7	-40	40
42043	7	-25	25
42042	6	-22.85	
42042	6	-24	
42042	6	-5	
42042	6	-102.45	
42042	6	-644.07	
42042	6	-24.87	
42042	6	-25.73	
42042	6	-10	
42042	6	-9.5	
42041	5	-15.01	
42041	5	-2	
42041	5	-102.24	
42041	5	-33.77	
42041	5	-6.01	
42041	5	-3	
42041	5	0	1040
42041	5	0	1678.55
42041	5	-55.07	
42040	4	-9.14	
42040	4	0	328
42040	4	0	867.91
42040	4	0	1853.28
42039	3	-7.75	
42038	2	-24.03	
42038	2	-14.65	
42038	2	-6.62	
42038	2	-238.27	238.27
42038	2	-238.19	238.19
42038	2	-14	
42037	1	-6.54	
42037	1	-39.95	
42037	1	-5.49	
42037	1	-11.56	
42036	7	-32.61	
42036	7	-10.89	
42036	7	-56.79	
42036	7	-26	
42036	7	-40	40
42036	7	-36.44	
42036	7	-21.84	
42036	7	-198.24	
42036	7	-10	
42036	7	-1750	
42035	6	-8	
42035	6	-108	
42035	6	-65	
42035	6	-8.77	
42035	6	-1.99	
42035	6	-1.1	
42035	6	-45.05	
42034	5	-4.95	
42034	5	-24	
42034	5	-43	
42034	5	-9.85	
42033	4	-206.49	206.49
42033	4	-200	200
42033	4	-5.49	
42033	4	-12.99	
42032	3	-76.98	
42032	3	-6.27	
42031	2	-1.57	
42031	2	-7.32	
42031	2	-1000	1000
42030	1	0	
42029	7	-14.99	
42029	7	-3	
42029	7	-27.77	
42029	7	-10.77	
42029	7	-5.99	
42029	7	-19.94	
42029	7	-10	
42028	6	0	155
42028	6	-18.87	
42028	6	-77.83	
42028	6	-10	
42027	5	-19.27	
42027	5	-155	
42027	5	-9.21	
42026	4	-55	
42026	4	-7.32	
42026	4	0	1700.13
42025	3	-24.82	
42025	3	-180.17	
42025	3	-6.8	
42024	2	-7.06	
42024	2	0	10.54
42024	2	0	1868.17
42023	1	0	
42022	7	-10.57	
42022	7	-43	
42022	7	-20	
42022	7	-33.17	
42022	7	-15.12	
42022	7	-28.95	
42022	7	-23	
42022	7	-20	20
42022	7	-99.67	
42021	6	-23.88	
42021	6	-3	
42021	6	-18.44	
42021	6	-24.93	
42020	5	0	
42019	4	-11.02	
42019	4	-6.88	
42018	3	-6.71	
42018	3	0	27.79
42018	3	-37.61	
42017	2	0	189.64
42017	2	-6.62	
42016	1	0	50
42016	1	-6.19	
42016	1	-10	
42015	7	-8.99	
42015	7	-2.99	
42015	7	-20.12	
42015	7	-19	
42015	7	-20	20
42014	6	-22.91	
42014	6	-49.76	
42013	5	-3.99	
42013	5	-9.22	
42013	5	-175	175
42013	5	-3.3	
42012	4	-10.76	
42012	4	-30	
42012	4	-6.62	
42011	3	-2.95	
42011	3	-98.62	
42011	3	-2.66	
42011	3	-88.89	
42011	3	0	1784.08
42011	3	-18.97	
42011	3	-1500	1500
42011	3	-9.3	
42011	3	-12.1	
42011	3	-9.99	
42011	3	0	1690.53
42011	3	-41.15	
42010	2	-18.97	
42010	2	-5.93	
42010	2	-12.99	12.99
42010	2	-12.99	
42009	1	-6.1	
42009	1	-36	
42009	1	-237.32	237.32
42008	7	-6.99	
42008	7	-35.97	
42008	7	-11.99	
42008	7	-25.49	
42008	7	-42.02	
42008	7	-10	
42008	7	-5.49	
42008	7	-5	
42007	6	-14.16	
42007	6	-2.5	
42007	6	-23.59	
42007	6	-22.44	
42007	6	-51.85	
42007	6	-39.95	
42007	6	-10	
42007	6	-26.89	
42006	5	-21.07	
42006	5	-10	
42006	5	-50	
42005	4	-13.95	
42005	4	-39.33	
42005	4	-12.35	
42005	4	0	20
42005	4	-42	
42005	4	-197.37	
42005	4	-46.37	
42005	4	-10	
42005	4	-1750	
42004	3	-10	
42004	3	-13.54	
42004	3	-16.46	
42004	3	-327.2	
42004	3	-1.37	1.37
42004	3	-5.49	
42003	2	-53.32	
42003	2	0	9.25
42003	2	-12.99	
42002	1	-15.55	
42002	1	-17.61	
42002	1	0	25
42002	1	0	10
42002	1	-39	
42002	1	-5.4	
42002	1	-750	750
42001	7	0	25
42001	7	-17.59	
42001	7	-39.64	
42001	7	-17	
42001	7	-20	20
42001	7	-15.99	
42001	7	-11.63	
42000	6	-90	
42000	6	-11	
42000	6	-16.21	
42000	6	-27.2	
41999	5	-25	
41999	5	-60.66	
41999	5	-46.29	
41998	4	0	
41997	3	-22.94	
41997	3	-108.65	
41996	2	-3	
41996	2	-5	
41996	2	-3	
41996	2	-6	
41996	2	-15	
41996	2	-5	
41996	2	-2.65	
41996	2	-11.18	
41995	1	-22.08	
41995	1	-24.13	
41995	1	-25	
41994	7	-19.75	
41994	7	-400	
41994	7	-5	
41994	7	-10.25	
41993	6	-190	
41993	6	-29	
41993	6	-5	
41993	6	-5	
41993	6	-20	20
41993	6	-22	
41993	6	0	500
41993	6	0	9.45
41992	5	-24	
41992	5	-9.31	
41992	5	-10	
41992	5	0	1775.12
41992	5	0	1690.53
41991	4	-46.54	
41991	4	-16.43	
41991	4	-32.22	
41991	4	-306.2	
41991	4	0	50
41990	3	-4.96	
41990	3	-4.89	
41990	3	-37.77	
41990	3	-24.91	
41990	3	-10.26	
41990	3	-99.67	
41989	2	-4207	
41989	2	-9.73	
41989	2	-2.25	
41989	2	-41.51	
41988	1	-40.5	
41988	1	-6.54	
41988	1	0	65
41987	7	-20.52	
41987	7	-22.04	
41987	7	-20	
41987	7	-20	20
41987	7	-19.75	
41986	6	-18.73	
41986	6	-3.5	
41986	6	-16.31	
41986	6	-7.28	
41986	6	-59.92	
41986	6	-10.89	
41986	6	-88.99	
41986	6	-10.89	
